Date;Type of sample;Replicate;Stage;Plot;Time;Tube number;Family_F;Genus_F;Species_F;Order_I;Family_I;Genus_I;Species_I;Gender;Function,,
23.06.22;Transect;1;2;A;9,4;1;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;fusca;;,
23.06.22;Transect;1;2;A;9,4;2;Ericaceae;Rhododendron;ferrugineum;Hemiptera;Lygaeidae;Kleidocerys;resedae;;,
23.06.22;Transect;1;2;A;9,4;3;Fabaceae;Anthyllis;vulneraria;Hymenoptera;Formicidae;Formica;lemani;;,
23.06.22;Transect;1;2;A;9,4;4;Fabaceae;Anthyllis;vulneraria;Coleoptera;Chrysomelidae;Phratora;laticollis;;,
23.06.22;Transect;1;2;A;9,4;5;Fabaceae;Anthyllis;vulneraria;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;2;A;9,4;6;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;2;A;9,4;7;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;2;A;9,4;8;Polygonaceae;Rumex;alpinus;Microlepidoptera;Scythrididae;Scythris;amphonycella;;,
23.06.22;Transect;1;2;A;9,4;9;Asteraceae;Hieracium;murorum;Hymenoptera;Colletidae;Hylaeus;sp.;Male;,
23.06.22;Transect;1;2;A;9,4;10;Asteraceae;Hieracium;murorum;Hymenoptera;Hymenoptera;Hymenoptera;;;,
23.06.22;Transect;1;2;B;10,2;1;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
23.06.22;Transect;1;2;B;10,2;2;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;lemani;;,
23.06.22;Transect;1;2;B;10,2;3;Asteraceae;Leontodon;helveticus;Coleoptera;Chrysomelidae;Phratora;laticollis;;,
23.06.22;Transect;1;2;B;10,2;4;Fabaceae;Trifolium;pallescens;Coleoptera;Chrysomelidae;Labidostomis;longimana;;,
23.06.22;Transect;1;2;B;10,2;5;Asteraceae;Achillea;erba-rotta;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;2;B;10,2;6;Asteraceae;Achillea;erba-rotta;Hemiptera;Miridae;Lygus;pratensis;;,
23.06.22;Transect;1;2;B;10,2;7;Fabaceae;Anthyllis;vulneraria;Coleoptera;Melyridae;Dasytes;sp.;;,
23.06.22;Transect;1;2;B;10,2;8;Saxifragaceae;Saxifraga;paniculata;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;2;B;10,2;9;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Formicidae;Formica;lemani;;,
23.06.22;Transect;1;2;B;10,2;10;Caryophyllaceae;Cerastium;latifolium;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;2;B;10,2;11;Caryophyllaceae;Cerastium;latifolium;Hymenoptera;Ichneumonidae;Ichneumonidae;;;,
23.06.22;Transect;1;2;B;10,2;12;Orchidaceae;Gymnadenia;conopsea;Hymenoptera;Formicidae;Formica;lemani;;,
23.06.22;Transect;1;2;B;10,2;12;Orchidaceae;Gymnadenia;conopsea;Hymenoptera;Formicidae;Formica;lemani;;,
23.06.22;Transect;1;1;A;11,15;1;Polygonaceae;Rumex;scutatus;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;A;11,15;2;Polygonaceae;Rumex;scutatus;Coleoptera;Chrysomelidae;Phratora;laticollis;;,
23.06.22;Transect;1;1;A;11,15;3;Saxifragaceae;Saxifraga;paniculata;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;1;A;11,15;3;Saxifragaceae;Saxifraga;paniculata;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;1;A;11,15;4;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;A;11,15;4;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;A;11,15;5;Saxifragaceae;Saxifraga;paniculata;Diptera;Syrphidae;Sphaerophoria;sp.;Female;,
23.06.22;Transect;1;1;A;11,15;6;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;A;11,15;7;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Formicidae;Formica;fusca;;,
23.06.22;Transect;1;1;A;11,15;7;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Formicidae;Formica;fusca;;,
23.06.22;Transect;1;1;A;11,15;8;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Melittidae;Melitta;sp.;Male;,
23.06.22;Transect;1;1;A;11,15;9;Saxifragaceae;Saxifraga;paniculata;Symphypleona;Symphypleona;Symphypleona;;;,
23.06.22;Transect;1;1;A;11,15;10;Saxifragaceae;Saxifraga;bryoides;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;A;11,15;11;Fabaceae;Trifolium;pallescens;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;1;B;12;1;Asteraceae;Hieracium;staticifolium;Hymenoptera;Halictidae;Dufourea;sp.;Male;,,
23.06.22;Transect;1;1;B;12;2;Caryophyllaceae;Cerastium;latifolium;Hymenoptera;Hymenoptera;Hymenoptera;;;,,
23.06.22;Transect;1;1;B;12;3;Fabaceae;Lotus;corniculatus;Lepidoptera;Lycaenidae;Cupido;minimus;;,,
23.06.22;Transect;1;1;B;12;4;Asteraceae;Achillea;erba-rotta;Coleoptera;Chrysomelidae;Phratora;laticollis;;,,
23.06.22;Transect;1;1;B;12;5;Fabaceae;Trifolium;pallescens;Coleoptera;Curculionidae;Tychius;sp.;;herbivore,,
23.06.22;Transect;1;1;B;12;5;Fabaceae;Trifolium;pallescens;Coleoptera;Curculionidae;Tychius;sp.;;herbivore,,
23.06.22;Transect;1;1;B;12;5;Fabaceae;Trifolium;pallescens;Coleoptera;Curculionidae;Tychius;sp.;;herbivore,,
23.06.22;Transect;1;1;B;12;6;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Formicidae;Formica;lemani;;,,
23.06.22;Transect;1;1;B;12;7;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Hymenoptera;Hymenoptera;;;,,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;B;13,45;2;Ericaceae;Rhododendron;ferrugineum;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;B;13,45;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;B;13,45;4;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
23.06.22;Transect;1;3;B;13,45;5;Ericaceae;Rhododendron;ferrugineum;Araneae;Philodromidae;Philodromus;cespitum;;,
23.06.22;Transect;1;3;B;13,45;6;Rosaceae;Potentilla;aurea;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;B;13,45;7;Rosaceae;Dryas;octopetala;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;A;14,3;1;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;2;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;3;Ranunculaceae;Ranunculus;villarsii;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;A;14,3;4;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;4;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;4;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;6;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;6;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;6;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;6;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;6;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;7;Boraginaceae;Myosotis;alpestris;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;A;14,3;8;Brassicaceae;Biscutella;laevigata;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;8;Brassicaceae;Biscutella;laevigata;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;9;Brassicaceae;Biscutella;laevigata;Diptera;Syrphidae;Tenthredo;arcuata;Female;,
23.06.22;Transect;1;3;A;14,3;10;Brassicaceae;Biscutella;laevigata;Coleoptera;Cerambycidae;Anastrangalia;reyi;;herbivore, pollinator
23.06.22;Transect;1;3;A;14,3;11;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;11;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;11;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;12;Ericaceae;Rhododendron;ferrugineum;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;A;14,3;13;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Tenthredinidae;Rhogogaster;punctulata;;,
23.06.22;Transect;1;3;A;14,3;14;Asteraceae;Leontodon;helveticus;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;14;Asteraceae;Leontodon;helveticus;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;14;Asteraceae;Leontodon;helveticus;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;14;Asteraceae;Leontodon;helveticus;Diptera;Calyptratae;Calyptratae;;;,
23.06.22;Transect;1;3;A;14,3;15;Asteraceae;Leontodon;helveticus;Diptera;Diptera;Diptera;;;,
23.06.22;Transect;1;3;A;14,3;16;Asteraceae;Leontodon;helveticus;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;16;Asteraceae;Leontodon;helveticus;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;17;Plantaginaceae;Veronica;chamaedrys;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;17;Plantaginaceae;Veronica;chamaedrys;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;17;Plantaginaceae;Veronica;chamaedrys;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
23.06.22;Transect;1;3;A;14,3;17;Plantaginaceae;Veronica;chamaedrys;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;A;9,3;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
24.06.22;Transect;1;4;A;9,3;2;Ericaceae;Rhododendron;ferrugineum;Diptera;Diptera;Diptera;;;,
24.06.22;Transect;1;4;A;9,3;3;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Cerambycidae;Anastrangalia;reyi;;herbivore, pollinator
24.06.22;Transect;1;4;A;9,3;4;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;fusca;;,
24.06.22;Transect;1;4;B;10,15;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
24.06.22;Transect;1;4;B;10,15;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
24.06.22;Transect;1;4;B;10,15;1;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
24.06.22;Transect;1;4;B;10,15;2;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;lemani;;,
24.06.22;Transect;1;4;B;10,15;3;Ericaceae;Rhododendron;ferrugineum;Lepidoptera;Noctuidae;Noctuidae;;;,
24.06.22;Transect;1;4;B;10,15;4;Ericaceae;Rhododendron;ferrugineum;Lepidoptera;Lepidoptera;Lepidoptera;;;,
24.06.22;Transect;1;4;B;10,15;5;Ericaceae;Rhododendron;ferrugineum;Microlepidoptera;Micropterigidae;Micropterix;aureatella;;,
24.06.22;Transect;1;4;B;10,15;6;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Cantharidae;Cantharis;rufa;;,
24.06.22;Transect;1;4;B;10,15;6;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Cantharidae;Cantharis;rufa;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;7;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
24.06.22;Transect;1;4;B;10,15;8;Asteraceae;Hieracium;murorum;Diptera;Calyptratae;Calyptratae;;;,
24.06.22;Transect;1;4;B;10,15;9;Saxifragaceae;Saxifraga;paniculata;Thysanoptera;Thripidae;Thripidae;;;,
24.06.22;Transect;1;4;B;10,15;9;Saxifragaceae;Saxifraga;paniculata;Thysanoptera;Thripidae;Thripidae;;;,
27.06.22;Transect;1;1;D;10,15;1;Asteraceae;Leontodon;helveticus;Diptera;Syrphidae;Syrphus;torvus;Female;,
27.06.22;Transect;1;1;D;10,15;1;Asteraceae;Leontodon;helveticus;Diptera;Syrphidae;Syrphus;torvus;Female;,
27.06.22;Transect;1;1;D;10,15;2;Saxifragaceae;Saxifraga;paniculata;Diptera;Calyptratae;Calyptratae;;;,
27.06.22;Transect;1;1;D;10,15;3;Saxifragaceae;Saxifraga;paniculata;Diptera;Syrphidae;Eupeodes;tirolensis;Male;,
27.06.22;Transect;1;1;D;10,15;4;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Vespidae;Vespidae;;;,
27.06.22;Transect;1;1;D;10,15;5;Lamiaceae;Thymus;alpestris;Diptera;Syrphidae;Chrysotoxum;arcuatum;Male;,
27.06.22;Transect;1;1;D;10,15;6;Fabaceae;Anthyllis;vulneraria;Lepidoptera;Lycaenidae;Cupido;minimus;;,
27.06.22;Transect;1;1;D;10,15;7;Fabaceae;Anthyllis;vulneraria;Diptera;Diptera;Diptera;;;,
27.06.22;Transect;1;1;D;10,15;8;Fabaceae;Anthyllis;vulneraria;Hemiptera;Hemiptera;Hemiptera;;;,
27.06.22;Transect;1;1;D;10,15;9;Fabaceae;Trifolium;pallescens;Lepidoptera;Lycaenidae;Cupido;minimus;;,
27.06.22;Transect;1;1;C;11;1;Fabaceae;Anthyllis;vulneraria;Lepidoptera;Lycaenidae;Cupido;minimus;;,,
27.06.22;Transect;1;1;C;11;2;Fabaceae;Anthyllis;vulneraria;Coleoptera;Chrysomelidae;Cryptocephalus;exiguus;;,,
27.06.22;Transect;1;1;C;11;3;Saxifragaceae;Saxifraga;paniculata;Diptera;Syrphidae;Scaeva;pyrastri;Male;,,
27.06.22;Transect;1;1;C;11;3;Saxifragaceae;Saxifraga;paniculata;Diptera;Syrphidae;Scaeva;pyrastri;Female;,,
27.06.22;Transect;1;1;C;11;4;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Hymenoptera;Hymenoptera;;;,,
27.06.22;Transect;1;1;C;11;5,1;Saxifragaceae;Saxifraga;paniculata;Coleoptera;Cantharidae;Malthodes;marginatus;;,
27.06.22;Transect;1;1;C;11;5,2;Saxifragaceae;Saxifraga;paniculata;Hemiptera;Aphididae;Aphididae;;;,
27.06.22;Transect;1;1;C;11;5,3;Saxifragaceae;Saxifraga;paniculata;Hymenoptera;Mymaridae;Gonatocerus;sp.;;,
27.06.22;Transect;1;1;C;11;5,4;Saxifragaceae;Saxifraga;paniculata;Hemiptera;Aphididae;Aphididae;;;,
27.06.22;Transect;1;1;C;11;6;Campanulaceae;Campanula;barbata;Hymenoptera;Halictidae;Dufourea;sp.;Female;pollinator,,
27.06.22;Transect;1;1;C;11;7;Campanulaceae;Campanula;barbata;Coleoptera;Curculionidae;Cleopomiarus;sp.;;herbivore,,
27.06.22;Transect;1;1;C;11;8;Asteraceae;Leontodon;helveticus;Hymenoptera;Halictidae;Dufourea;sp.;Male;,,
27.06.22;Transect;1;1;C;11;9;Asteraceae;Leontodon;helveticus;Coleoptera;Chrysomelidae;Cryptocephalus;sericeus;;,,
27.06.22;Transect;1;1;C;11;10;Asteraceae;Achillea;erba-rotta;Diptera;Diptera;Diptera;;;,,
27.06.22;Transect;1;1;C;11;10;Asteraceae;Achillea;erba-rotta;Diptera;Diptera;Diptera;;;,,
27.06.22;Transect;1;1;C;11;11;Asteraceae;Achillea;erba-rotta;Microlepidoptera;Tortricidae;Ancylis;badiana;;,,
27.06.22;Transect;1;1;C;11;12;Caryophyllaceae;Minuartia;verna;Diptera;Syrphidae;Sphaerophoria;interrupta;Female;,,
27.06.22;Transect;1;3;D;12;1;Fabaceae;Lotus;corniculatus;Diptera;Syrphidae;Chrysotoxum;arcuatum;Female;,,
27.06.22;Transect;1;3;D;12;2;Campanulaceae;Campanula;barbata;Hymenoptera;Apidae;Bombus;lapidarius cfr.;Female;pollinator,,
27.06.22;Transect;1;3;D;12;NA;Plantaginaceae;Veronica;fruticans;Hymenoptera;Apidae;Bombus;sp.;;,,
27.06.22;Transect;1;3;D;12;3;Plantaginaceae;Veronica;fruticans;Lepidoptera;Crambidae;Pyrausta;aerealis;;,,
27.06.22;Transect;1;3;D;12;4;Plantaginaceae;Veronica;fruticans;Microlepidoptera;Adelidae;Cauchas;fibulella;;,,
27.06.22;Transect;1;3;D;12;4;Plantaginaceae;Veronica;fruticans;Microlepidoptera;Adelidae;Cauchas;fibulella;;,,
27.06.22;Transect;1;3;D;12;5;Plantaginaceae;Veronica;fruticans;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;6;Boraginaceae;Myosotis;alpestris;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;7;Asteraceae;Leontodon;helveticus;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;8;Asteraceae;Pilosella;officinarum;Diptera;Syrphidae;Syrphus;torvus;Female;,,
27.06.22;Transect;1;3;D;12;9;Asteraceae;Pilosella;officinarum;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;9;Asteraceae;Pilosella;officinarum;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;9;Asteraceae;Pilosella;officinarum;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;9;Asteraceae;Pilosella;officinarum;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;9;Asteraceae;Pilosella;officinarum;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;10;Gentianaceae;Gentiana;nivalis;Diptera;Calyptratae;Calyptratae;;;,,
27.06.22;Transect;1;3;D;12;11;Crassulaceae;Sempervivum;montanum;Hymenoptera;Apidae;Apidae;;;,,
27.06.22;Transect;1;3;D;12;12;Crassulaceae;Sempervivum;montanum;Hemiptera;Miridae;Lygus;sp.;;,,
27.06.22;Transect;1;3;C;12,4;NA;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
27.06.22;Transect;1;3;C;12,4;1;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
27.06.22;Transect;1;3;C;12,4;2;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;lemani;;,
27.06.22;Transect;1;3;C;12,4;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
27.06.22;Transect;1;3;C;12,4;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
27.06.22;Transect;1;3;C;12,4;4;Plantaginaceae;Veronica;fruticans;Diptera;Bombyliidae;Bombylius;major;;,
27.06.22;Transect;1;3;C;12,4;5;Asteraceae;Leontodon;helveticus;Hymenoptera;Halictidae;Dufourea;sp.;Female;,
27.06.22;Transect;1;3;C;12,4;5;Asteraceae;Leontodon;helveticus;Hymenoptera;Halictidae;Dufourea;sp.;Male;,
27.06.22;Transect;1;3;C;12,4;6;Asteraceae;Pilosella;officinarum;Hymenoptera;Halictidae;Lasioglossum;sp.;Female;,
27.06.22;Transect;1;3;C;12,4;7;Asteraceae;Pilosella;officinarum;Diptera;Diptera;Diptera;;;,
27.06.22;Transect;1;3;C;12,4;7;Asteraceae;Pilosella;officinarum;Diptera;Diptera;Diptera;;;,
27.06.22;Transect;1;3;C;12,4;8;Asteraceae;Pilosella;officinarum;Thysanoptera;Phlaeothripidae;Phlaeothripidae;;;,
27.06.22;Transect;1;3;C;12,4;8;Asteraceae;Pilosella;officinarum;Thysanoptera;Phlaeothripidae;Phlaeothripidae;;;,
